"","course_name","district","city_name1","length","height","hiking_road","uphill_road","downhill_road","level","level_1"
"174","도정산~코스트코코리아 의정부점_코스","경기도","의정부",6799,301,3.8,1.3,1.7,23,"easy"
"175","도정산~코스트코코리아 의정부점_코스","경기도","의정부",6619,301,3.62,1.4,1.6,23,"easy"
"176","도정산~푸른물빛근린공원_코스","경기도","의정부",9655,301,5.66,1.9,2.1,23,"easy"
"177","도정산~비루봉_코스","경기도","의정부",6869,301,3.97,1.3,1.6,23,"easy"
"178","증산체육공원_코스","경기도","고양시",1852,138,0.75,0.3,0.8,23,"easy"
"179","봉산~서울구산초등학교_코스","경기도","고양시",5258,184,2.66,1.1,1.5,23,"easy"
"180","봉산~남경하이츠빌라_코스","경기도","고양시",4592,182,2.59,0.9,1.1,23,"easy"
"181","봉산~은평중학교_코스","경기도","고양시",4648,182,2.75,0.8,1.1,23,"easy"
"182","관악산(연주대)~국기대(육봉)_코스","경기도","과천시",1883,606,0.68,0.3,0.9,23,"easy"
"183","국기대(육봉)~관악산(연주대)_코스","경기도","안양시",1883,606,0.88,0.8,0.2,23,"easy"
"184","관악산(연주대)~국기대(육봉)_코스","경기도","과천시",1883,606,0.68,0.3,0.9,23,"easy"
"185","국기대(육봉)~관악산(연주대)_코스","경기도","안양시",1883,606,0.88,0.8,0.2,23,"easy"
"186","지산공인중개사사무소~길현천_코스","경기도","안양시",10289,448,6.01,2.14,2.14,23,"easy"
"187","길현천~지산공인중개사사무소_코스","경기도","안양시",10289,448,5.92,2.14,2.23,23,"easy"
"188","관악산(연주대)~국기대(육봉)_코스","경기도","과천시",1883,606,0.68,0.3,0.9,23,"easy"
"189","맑은샘학교~우면산_코스","경기도","과천시",4533,247,3.23,1,0.3,23,"easy"
"190","관악산(연주대)~국기대(육봉)_코스","경기도","과천시",1883,606,0.68,0.3,0.9,23,"easy"
"191","국기대(육봉)~관악산(연주대)_코스","경기도","안양시",1883,606,0.88,0.8,0.2,23,"easy"
"192","지산공인중개사사무소~국기대(깃대봉)_코스","경기도","안양시",4230,411,1.83,2.3,0.1,23,"easy"
"193","지산공인중개사사무소~국기대(깃대봉)_코스","경기도","안양시",4230,411,1.83,2.3,0.1,23,"easy"
"194","국기대(육봉)~관악산(연주대)_코스","경기도","안양시",1883,606,0.88,0.8,0.2,23,"easy"
"195","정각사입구 버스정류장~아차산_코스","경기도","구리시",5498,300,3.4,1.4,0.7,23,"easy"
"196","정각사입구 버스정류장~아차산 생태공원_코스","경기도","구리시",7510,300,4,1.5,2,23,"easy"
"197","아차산~현대빌라트_코스","경기도","구리시",5481,300,3.1,0.3,2.08,23,"easy"
"198","아차산~정각사입구 버스정류장_코스","경기도","구리시",5498,300,3.1,0.6,1.8,23,"easy"
"199","한다리마을 버스정류장~아차산성 유원지_코스","경기도","구리시",7541,300,3.94,1.6,2,23,"easy"
"200","용마봉~용마산역 코오롱하늘채_코스","경기도","구리시",4068,310,2.37,0.3,1.4,23,"easy"
"201","아차산~광진구육상연합회_코스","경기도","구리시",5219,300,3.12,0.3,1.8,23,"easy"
"202","한다리마을 버스정류장~아차산 생태공원_코스","경기도","구리시",7433,300,3.73,1.6,2.1,23,"easy"
