"","course_name","district","city_name1","length","height","hiking_road","uphill_road","downhill_road","level"
"449","초원빌라~봉산_코스","서울특별시","은평구",4464,184,2.26,1,1.2,22
"450","덕산중학교~신동아빌라_코스","서울특별시","은평구",3151,149,1.85,0.6,0.7,22
"451","환희정사~증산로1길 26_코스","서울특별시","은평구",2032,142,1.33,0.4,0.3,22
"452","증산체육공원~신사동 237-484_코스","서울특별시","은평구",2068,142,0.7,0.9,0.47,22
"453","신사동 237-484~증산로13가길 35_코스","서울특별시","은평구",2018,142,0.82,0.5,0.7,22
"454","초원빌라~증산로1길 26_코스","서울특별시","은평구",4927,184,2.73,1.1,1.1,22
"455","신사동 237-484~증산로1길 26_코스","서울특별시","은평구",2595,142,1.5,0.3,0.8,22
"456","증산체육공원_코스","서울특별시","은평구",2398,142,1.1,0.5,0.8,22
"457","증산로1길 26~환희정사_코스","서울특별시","은평구",2032,142,1.43,0.4,0.2,22
"458","신사동 237-484~증산체육공원_코스","서울특별시","은평구",2140,142,1.04,0.5,0.6,22
"459","봉산~신사동 237-484_코스","경기도","고양시",2505,181,1.5,0.1,0.9,22
"460","증산로13가길 35~신사동 237-484_코스","서울특별시","은평구",2060,142,0.86,0.8,0.4,22
"461","증산체육공원~신사동 237-484_코스","서울특별시","은평구",2140,142,0.84,0.6,0.7,22
"462","증산로13가길 35_코스","서울특별시","은평구",987,78,0.59,0.2,0.2,22
"463","초원빌라~봉산_코스","서울특별시","은평구",4720,184,2.72,0.7,1.3,22
"464","신동아빌라~덕산중학교_코스","서울특별시","은평구",3151,149,1.45,0.9,0.8,22
"465","신사동 237-484~봉산_코스","서울특별시","은평구",2505,181,1.61,0.8,0.1,22
"466","신사동 237-484~봉산_코스","서울특별시","은평구",2510,181,1.31,0.9,0.3,22
"467","증산체육공원~초원빌라_코스","서울특별시","은평구",4518,184,2.22,1.2,1.1,22
"468","증산체육공원_코스","경기도","고양시",1929,138,0.93,0.3,0.7,22
"469","봉산_코스","서울특별시","은평구",3366,149,1.77,0.7,0.9,22
"470","덕산중학교~수색로18나길_코스","서울특별시","은평구",3018,149,1.62,0.6,0.8,22
"471","증산로13가길 35~신사동 237-484_코스","서울특별시","은평구",2018,142,0.82,0.8,0.4,22
"472","환희정사~증산체육공원_코스","서울특별시","은평구",1538,142,0.74,0.2,0.6,22
"473","증산체육공원~신동아빌라_코스","서울특별시","은평구",1714,135,0.51,0.6,0.6,22
"474","신사동 237-484~봉산_코스","서울특별시","은평구",2511,181,1.31,0.9,0.3,22
"475","수색로22가길 5~덕산중학교_코스","서울특별시","은평구",3464,149,1.56,1,0.9,22
"476","숭실고등학교~봉산_코스","서울특별시","은평구",2421,181,1.42,0.8,0.2,22
"477","증산로1길 26~신동아빌라_코스","서울특별시","은평구",2253,135,1.35,0.3,0.6,22
"478","초원빌라~봉산_코스","서울특별시","은평구",4554,184,2.75,0.7,1.1,22
"479","증산로13가길 35_코스","서울특별시","은평구",418,71,0.22,0.1,0.1,22
"480","숭실100주년기념관~봉산_코스","서울특별시","은평구",2377,181,1.68,0.5,0.2,22
"481","초원빌라~봉산_코스","서울특별시","은평구",4575,184,2.38,1,1.2,22
"482","덕산중학교~증산로13가길 35_코스","서울특별시","은평구",2911,142,1.61,0.6,0.7,22
"483","덕산중학교_코스","서울특별시","은평구",3228,149,1.83,0.6,0.8,22
"484","봉산_코스","서울특별시","은평구",2639,149,1.24,0.5,0.9,22
"485","가온누리빌~봉산_코스","서울특별시","은평구",4613,182,2.6,0.9,1.1,22
"486","영진빌라~봉산_코스","서울특별시","은평구",3578,181,2.28,1,0.3,22
"487","은평터널로9길 22~봉산_코스","서울특별시","은평구",2473,181,1.57,0.6,0.3,22
"488","증산체육공원_코스","서울특별시","은평구",3125,142,1.33,0.8,1,22
"489","증산로13가길 35_코스","서울특별시","은평구",987,78,0.79,0.1,0.1,22
"490","덕산중학교~수색로22길 23-6_코스","서울특별시","은평구",3266,149,1.87,0.6,0.8,22
"491","증산로13가길 35~녹원에버빌_코스","서울특별시","은평구",1695,135,0.7,0.5,0.5,22
"492","봉산~숭실100주년기념관_코스","경기도","고양시",2377,181,1.5,0.1,0.78,22
"493","구산근린공원_코스","서울특별시","은평구",3063,142,1.66,0.7,0.7,22
"494","덕산중학교~신동아빌라_코스","서울특별시","은평구",2956,149,1.8,0.6,0.56,22
"495","수색로18나길~증산체육공원_코스","서울특별시","은평구",1736,135,0.64,0.6,0.5,22
"496","증산체육공원_코스","서울특별시","은평구",2320,142,1.02,0.7,0.6,22
"497","신동아빌라~증산체육공원_코스","서울특별시","은평구",1714,135,0.6,0.5,0.6,22
"498","증산체육공원~덕산중학교_코스","서울특별시","은평구",3194,142,1.4,1,0.79,22
"499","증산체육공원~수색로18나길_코스","서울특별시","은평구",1736,135,0.5,0.5,0.74,22
"500","신동아빌라~증산로1길 26_코스","서울특별시","은평구",2253,135,1.25,0.5,0.5,22
"501","증산로1길 26~초원빌라_코스","서울특별시","은평구",4927,184,3.13,0.8,1,22
"502","증산체육공원_코스","서울특별시","은평구",2320,142,1,0.5,0.8,22
"503","구산근린공원_코스","서울특별시","은평구",3182,142,1.6,0.8,0.78,22
"504","봉산~초원빌라_코스","서울특별시","은평구",4575,184,2.48,1.2,0.9,22
"505","증산체육공원_코스","서울특별시","은평구",3125,142,1.43,0.9,0.8,22
"506","증산로1길 26~신사동 237-484_코스","서울특별시","은평구",2595,142,1.7,0.5,0.4,22
"507","구산근린공원_코스","서울특별시","은평구",3366,149,1.97,0.8,0.6,22
"508","덕산중학교~녹원에버빌_코스","서울특별시","은평구",3090,149,1.7,0.6,0.79,22
"509","가온누리빌~봉산_코스","서울특별시","은평구",4554,182,2.35,0.9,1.3,22
"510","증산로13가길 35_코스","서울특별시","은평구",3044,142,1.34,0.8,0.9,22
"511","덕산중학교~증산체육공원_코스","서울특별시","은평구",3194,142,1.7,0.6,0.89,22
"512","봉산_코스","서울특별시","은평구",1986,138,0.89,0.6,0.5,22
"513","증산체육공원~환희정사_코스","서울특별시","은평구",1538,142,0.64,0.6,0.3,22
"514","관천교회~독산배드민턴체육관_코스","서울특별시","관악구",1422,107,0.82,0.4,0.2,22
"515","삼성산국기대~서울대입구매표소출발점_코스","경기도","안양시",5203,441,3,0.1,2.1,22
"516","율목영농조합법인~우면산_코스","경기도","과천시",4590,247,2.99,1.2,0.4,22
"517","미림하이츠빌라~돌산(국기대)_코스","서울특별시","관악구",1289,208,0.49,0.7,0.1,22
"518","지산공인중개사사무소~함평한우촌_코스","경기도","안양시",1793,119,0.99,0.4,0.4,22
"519","미림하이츠빌라~돌산(국기대)_코스","서울특별시","관악구",1289,208,0.49,0.7,0.1,22
"520","우면산~율목영농조합법인_코스","서울특별시","서초구",4590,247,3.09,0.2,1.3,22
"521","함평한우촌~지산공인중개사사무소_코스","경기도","안양시",1793,119,1,0.4,0.39,22
"522","독산배드민턴체육관~관천교회_코스","서울특별시","금천구",1422,107,1.02,0.1,0.3,22
"523","아차산~동의초등학교_코스","경기도","구리시",5424,300,3.12,0.4,1.9,22
"524","아차산~현대빌라트_코스","경기도","구리시",5480,300,3.1,0.3,2.08,22
"525","아차산성 유원지~아차산_코스","서울특별시","광진구",5533,300,3.33,1.6,0.6,22
"526","동의초등학교~아차산_코스","서울특별시","광진구",5424,300,3.12,1.8,0.5,22
"527","동의초등학교~아차산_코스","서울특별시","광진구",5360,300,3.16,1.6,0.6,22
"528","아차산 생태공원~아차산_코스","서울특별시","광진구",5425,300,3.23,1.8,0.4,22
"529","한다리마을 버스정류장~아차산_코스","경기도","구리시",5420,300,3.12,1.5,0.8,22
"530","아차산~아차산 생태공원_코스","경기도","구리시",5425,300,3.03,0.4,2,22
"531","아차산~동의초등학교_코스","경기도","구리시",5377,300,3.38,0.3,1.7,22
"532","동의초등학교~아차산_코스","서울특별시","광진구",5287,300,3.09,1.6,0.6,22
"533","아차산~동의초등학교_코스","경기도","구리시",5360,300,3,0.46,1.9,22
"534","삼봉사~아차산성 유원지_코스","서울특별시","중랑구",7777,300,5.08,1,1.7,22
"535","아차산~아차산성 유원지_코스","경기도","구리시",5533,300,3.23,0.4,1.9,22
"536","워커힐버스정류소~아차산_코스","서울특별시","광진구",5486,300,3.09,1.6,0.8,22
"537","아차산~현대빌라트_코스","경기도","구리시",5506,300,3.2,0.4,1.9,22
"538","아차산~동의초등학교_코스","경기도","구리시",5287,300,3,0.39,1.9,22
"539","용마산역 코오롱하늘채~삼봉사_코스","서울특별시","중랑구",6312,310,4.11,1.2,1,22
"540","현대빌라트~아차산_코스","서울특별시","광진구",5506,300,3.2,1.8,0.5,22
"541","한광고등학교~농림축산검역본부 서울지역본부_코스","서울특별시","강서구",1007,113,0.4,0.4,0.2,22
"542","등촌파크빌라~봉제산공원_코스","서울특별시","강서구",906,108,0.4,0.4,0.1,22
"543","동의초등학교~아차산_코스","서울특별시","광진구",5377,300,3.08,1.5,0.8,22
"544","아차산~워커힐버스정류소_코스","경기도","구리시",5486,300,3.2,0.39,1.9,22
"545","삼봉사~용마산역 코오롱하늘채_코스","서울특별시","중랑구",6312,310,4.4,0.7,1.2,22
"546","봉제산공원~등촌파크빌라_코스","서울특별시","강서구",906,108,0.4,0.1,0.4,22
"547","김순호기념 여학생관~아차산_코스","서울특별시","광진구",5585,300,3.09,1.8,0.7,22
"548","관산25통마을회관앞버스정류소~대자교회_코스","경기도","고양시",2881,151,1.78,0.5,0.6,22
"549","대자교회~관산25통마을회관앞버스정류소_코스","경기도","고양시",2881,151,1.7,0.6,0.58,22
"550","보현정사~관산25통마을회관앞버스정류소_코스","경기도","고양시",2661,151,1.6,0.4,0.66,22
"551","관산25통마을회관앞버스정류소~대자동회전교차로_코스","경기도","고양시",1842,150,0.94,0.5,0.4,22
"552","관산25통마을회관앞버스정류소~보현정사_코스","경기도","고양시",2661,151,1.56,0.5,0.6,22
"553","대자동회전교차로~관산25통마을회관앞버스정류소_코스","경기도","고양시",1842,150,0.94,0.3,0.6,22
"554","대우디오슈페리움~수리산_코스","경기도","군포시",5757,421,3.26,1.9,0.6,22
"555","구기터널통제소출발점 매표소~북한산성분소_코스","서울특별시","은평구",11993,377,6.19,3.31,2.5,22
"556","북한산성계곡~효자리계곡_코스","경기도","고양시",4684,179,3.6,0.6,0.4,22
"557","북한산성탐방지원센터~효자리계곡_코스","서울특별시","은평구",4546,179,3.3,0.75,0.4,22
"558","발바닥바위~북한산성분소_코스","서울특별시","은평구",10328,345,6.28,2.19,1.75,22
"559","북한산성계곡~향로봉_코스","경기도","고양시",5797,496,3.6,2,0.2,22
"560","북한산둘레길8구간~상장봉_코스","서울특별시","은평구",12120,482,6.8,3.03,2.3,22
"561","성주중학교정문~거마산_코스","경기도","부천시",2346,198,1.25,1,0.1,22
"562","안산도시자연공원~연희어린이공원_코스","서울특별시","서대문",1464,75,1,0.2,0.26,22
"563","연희어린이공원~안산도시자연공원_코스","서울특별시","서대문",1464,75,0.66,0.4,0.4,22
"564","서대문지역 자활센터~성산공원_코스","서울특별시","서대문",1053,75,0.65,0.1,0.3,22
"565","안산도시자연공원~성산공원_코스","서울특별시","서대문",1460,75,1.06,0.2,0.2,22
"566","성산공원~안산도시자연공원_코스","서울특별시","서대문",1460,75,0.76,0.4,0.3,22
"567","성산공원~서대문지역 자활센터_코스","서울특별시","서대문",1053,75,0.55,0.3,0.2,22
"568","대모산~탄허기념박물관_코스","서울특별시","강남구",2482,253,1.28,0.1,1.1,22
"569","염곡안1길~청계산입구삼거리_코스","서울특별시","서초구",1034,90,0.3,0.3,0.3,22
"570","대모산~은혜와진리교회_코스","서울특별시","강남구",2581,253,1.4,0.1,1.08,22
"571","은혜와진리교회~대모산_코스","서울특별시","강남구",2581,253,1.58,0.8,0.1,22
"572","청계산입구삼거리~염곡안1길_코스","서울특별시","서초구",1034,90,0.43,0.2,0.4,22
"573","탄허기념박물관~대모산_코스","서울특별시","강남구",2482,253,1.48,0.8,0.1,22
"574","춘덕산복숭아과원~부천상록학교_코스","경기도","부천시",1912,116,1.2,0.3,0.4,22
"575","이화여자대학교산학협력관_코스","서울특별시","서대문",1046,169,0.45,0.3,0.3,22
"576","우장산 정상~백상빌딩_코스","서울특별시","강서구",1208,82,0.7,0.1,0.4,22
"577","해맞이동산~천화골든빌라_코스","서울특별시","종로구",1137,131,0.64,0.2,0.3,22
"578","천화골든빌라~해맞이동산_코스","서울특별시","종로구",1137,131,0.3,0.5,0.34,22
"579","황금산_코스","경기도","남양주",1657,110,0.8,0.5,0.36,22
"580","월문교사거리~적갑산_코스","경기도","남양주",6826,542,4.73,1.2,0.8,22
"581","덕소등산로입구~철문봉_코스","경기도","남양주",6745,650,4.1,2.3,0.3,22
"582","개화동교회~개화산입구_코스","서울특별시","강서구",1628,94,0.93,0.4,0.3,22
"583","개화산입구~개화동교회_코스","서울특별시","강서구",1628,94,1.03,0.3,0.3,22
"584","예수회수련원~오금산정상부근_코스","경기도","수원시",8788,334,4.5,1.69,2.5,23
"585","예수회수련원~광교산(범봉)_코스","경기도","수원시",4126,334,2.23,0.9,0.9,23
"586","홍천고등학교~광교산(시루봉)_코스","경기도","용인시",6219,543,2.72,2.8,0.7,23
"587","동천더샵이스트포레~광교산둘레길_코스","경기도","용인시",10130,408,5.08,2.83,2.12,23
"588","오금산정상부근~예수회수련원_코스","경기도","의왕시",8788,334,4.59,2.2,2,23
"589","예수회수련원~광교산(범봉)_코스","경기도","수원시",4126,334,2.23,0.9,0.9,23
"590","오금산정상부근~문암골입구_코스","경기도","의왕시",13497,334,6.03,3.45,4.02,23
"591","법통사~광교산_코스","경기도","용인시",5017,543,2.22,2.4,0.4,23
"592","홍천고등학교~광교산둘레길_코스","경기도","용인시",10272,408,4.87,2.86,2.55,23
"593","예수회수련원~오금산정상부근_코스","경기도","수원시",8788,334,4.5,1.69,2.5,23
"594","옹달산중턱~1급분당종합정비사업_코스","경기도","성남시",7405,315,3.9,0.9,1.8,23
"595","수지풍덕자동차운전전문학원~광교산_코스","경기도","용인시",5538,543,2.94,2.4,0.2,23
"596","송죽교~광교산둘레길_코스","경기도","수원시",5908,205,3.3,1,1.4,23
"597","옹달산중턱~안산_코스","경기도","성남시",4434,315,2.3,0.9,0.9,23
"598","궁백교회~안산_코스","경기도","성남시",3912,300,1.4,1.6,0.5,23
"599","홍천고등학교~백운산_코스","경기도","용인시",9515,545,4.72,3.3,1.4,23
"600","늘푸른마을입구~백운산_코스","경기도","용인시",8141,545,3.94,3,1.2,23
"601","지구촌교회~광교산(시루봉)_코스","경기도","용인시",6032,543,2.73,2.6,0.7,23
"602","동천더샵이스트포레~광교산둘레길_코스","경기도","용인시",10286,408,4.78,2.86,2.55,23
"603","동천더샵이스트포레~광교산(시루봉)_코스","경기도","용인시",6216,543,2.72,2.9,0.6,23
"604","홍천고등학교~광교산(시루봉)_코스","경기도","용인시",6219,543,2.72,2.8,0.7,23
"605","수지풍덕자동차운전전문학원~광교산_코스","경기도","용인시",5538,543,2.94,2.4,0.2,23
"606","궁안마을버스정류소~안산_코스","경기도","성남시",3809,300,1.11,1.6,0.7,23
"607","수지성당삼거리~광교산둘레길_코스","경기도","용인시",10387,408,5.13,2.88,2.27,23
"608","망치봉~광교산 반딧불이화장실_코스","경기도","의왕시",10813,334,5.18,2.38,3.13,23
"609","모락산산림욕장위~백운사입구정류소_코스","경기도","의왕시",6226,363,3.33,1.6,1.2,23
"610","예수회수련원~백운산_코스","경기도","수원시",5313,545,2.91,1.9,0.4,23
"611","지구촌교회~광교산(시루봉)_코스","경기도","용인시",6032,543,2.73,2.6,0.7,23
"612","동천더샵이스트포레~광교산(시루봉)_코스","경기도","용인시",6216,543,2.72,2.9,0.6,23
"613","법통사~광교산_코스","경기도","용인시",5017,543,2.22,2.4,0.4,23
"614","옹달산중턱~문래산_코스","경기도","성남시",5837,315,3.34,0.9,1,23
"615","송죽교~광교산 반딧불이화장실_코스","경기도","수원시",3877,205,2.38,0.6,0.8,23
"616","망치봉~광교산둘레길_코스","경기도","의왕시",12850,334,5.17,3.46,4.22,23
"617","궁백교회~문래산_코스","경기도","성남시",5314,300,2.4,1.6,0.6,23
"618","동천더샵이스트포레~광교산(시루봉)_코스","경기도","용인시",6061,543,2.66,2.7,0.7,23
"619","오금산정상부근~예수회수련원_코스","경기도","의왕시",8788,334,4.59,2.2,2,23
"620","예수회수련원~백운산중턱_코스","경기도","수원시",4088,334,2.1,0.8,1.09,23
"621","궁안마을버스정류소~문래산_코스","경기도","성남시",5156,300,2.46,1.5,0.7,23
"622","야쿠르트입구교차로~광교산둘레길_코스","경기도","의왕시",10490,334,5.19,2.29,2.81,23
"623","예수회수련원~광교산 반딧불이화장실_코스","경기도","수원시",5951,268,2.95,1.1,1.9,23
"624","오금산정상부근~문암골입구_코스","경기도","의왕시",13461,334,5.76,3.55,4.15,23
"625","현진에버빌 시네하우스삼거리 버스정류장~대지산_코스","경기도","성남시",4574,319,2.27,1.7,0.6,23
"626","이마트 버스정류장~대지산_코스","경기도","성남시",3624,316,1.72,1.5,0.4,23
"627","불곡산~오양리양촌마을회관_코스","경기도","광주시",4701,318,2.4,0.7,1.6,23
"628","한일인텔빌라~대지산_코스","경기도","성남시",4945,319,2.35,1.9,0.7,23
"629","발산파출소~전원연립_코스","서울특별시","강서구",952,64,0.75,0.1,0.1,23
"630","이화여자대학교산학협력관~안산_코스","서울특별시","서대문",1369,265,0.47,0.8,0.1,23
"631","봉원사길 버스정류장~이화여자대학교산학협력관_코스","서울특별시","서대문",2104,191,0.8,0.6,0.7,23
"632","안산~이화여자대학교산학협력관_코스","서울특별시","서대문",1369,265,0.47,0.1,0.8,23
"633","우장산 정상~백상빌딩_코스","서울특별시","강서구",1208,81,0.7,0.1,0.4,23
"634","연천중학교~북한산 캠핑장입구_코스","서울특별시","은평구",626,98,0.23,0.1,0.3,23
"635","북한산 캠핑장입구~연천중학교_코스","서울특별시","은평구",626,98,0.33,0.2,0.1,23
"636","산골마을주거환경개선지구~석진아트빌라_코스","서울특별시","은평구",863,126,0.3,0.2,0.36,23
"637","홍은동산교회~대한주택_코스","서울특별시","서대문",2867,180,1.37,0.7,0.8,23
"638","아롱다롱이어린이집~홍은동산교회_코스","서울특별시","은평구",2584,180,1,0.6,0.98,23
"639","홍은동산교회~대한주택_코스","서울특별시","서대문",2857,180,1.26,0.8,0.8,23
"640","홍은동산교회~아롱다롱이어린이집_코스","서울특별시","서대문",2750,180,1.35,0.7,0.7,23
"641","산골마을주거환경개선지구~홍은동산교회_코스","서울특별시","은평구",2746,180,0.7,0.9,1.1,23
"642","석진아트빌라~홍은동산교회_코스","서울특별시","은평구",2378,180,0.6,0.7,1.08,23
"643","홍은동산교회~아롱다롱이어린이집_코스","서울특별시","서대문",2584,180,1.3,0.7,0.58,23
"644","석진아트빌라~산골마을주거환경개선지구_코스","서울특별시","은평구",863,126,0.46,0.2,0.2,23
"645","대한주택~홍은동산교회_코스","서울특별시","은평구",2857,180,0.6,1.1,1.1,23
"646","홍은동산교회~석진아트빌라_코스","서울특별시","서대문",2378,180,0.9,0.7,0.78,23
"647","대한주택~홍은동산교회_코스","서울특별시","은평구",2867,180,0.7,0.9,1.27,23
"648","아롱다롱이어린이집~홍은동산교회_코스","서울특별시","은평구",2750,180,0.5,1,1.2,23
"649","홍은동산교회~산골마을주거환경개선지구_코스","서울특별시","서대문",2746,180,1.45,0.7,0.6,23
"650","배봉산 근린공원 1 개방화장실~휘경중학교_코스","서울특별시","동대문",1283,92,0.6,0.3,0.38,23
"651","황금산_코스","경기도","남양주",1942,85,1.34,0.3,0.3,23
"652","송산배수지테니스장~용현사_코스","경기도","의정부",1416,159,0.62,0.3,0.5,23
"653","용현사~송산배수지테니스장_코스","경기도","의정부",1416,159,0.72,0.4,0.3,23
"654","송산배수지테니스장~e편한세상추동공원_코스","경기도","의정부",1934,156,0.93,0.3,0.7,23
"655","송산배수지테니스장~의정부초등학교 버스정류장_코스","경기도","의정부",2536,156,1.2,0.4,0.94,23
"656","원미산산림욕장~부천상록학교_코스","경기도","부천시",2215,148,1.12,0.5,0.6,23
"657","부천상록학교~원미산산림욕장_코스","경기도","부천시",2215,148,0.92,0.7,0.6,23
"658","도정산~푸른물빛근린공원_코스","경기도","의정부",9836,301,5.44,2.2,2.2,23
"659","도정산~코스트코코리아 의정부점_코스","경기도","의정부",6799,301,3.8,1.3,1.7,23
"660","도정산~코스트코코리아 의정부점_코스","경기도","의정부",6619,301,3.62,1.4,1.6,23
"661","도정산~푸른물빛근린공원_코스","경기도","의정부",9655,301,5.66,1.9,2.1,23
"662","도정산~비루봉_코스","경기도","의정부",6869,301,3.97,1.3,1.6,23
"663","서울구산초등학교~봉산_코스","서울특별시","은평구",5258,184,3.06,0.9,1.3,23
"664","봉산~가온누리빌_코스","서울특별시","은평구",4779,182,2.28,1.5,1,23
"665","신사동 237-484~증산체육공원_코스","서울특별시","은평구",2033,142,0.53,0.6,0.9,23
"666","수색로18나길~서울구산초등학교_코스","서울특별시","은평구",5215,184,2.72,1.4,1.1,23
"667","증산로1길 26~덕산중학교_코스","서울특별시","은평구",3603,142,2.1,0.8,0.7,23
"668","증산체육공원~숭실고등학교_코스","서울특별시","은평구",2158,142,0.7,0.9,0.56,23
"669","신사동 237-484~증산로1길 26_코스","서울특별시","은평구",2552,142,1.45,0.5,0.6,23
"670","가온누리빌~증산로1길 26_코스","서울특별시","은평구",4908,182,2.5,0.9,1.5,23
"671","수색로22길 23-6~서울구산초등학교_코스","서울특별시","은평구",5462,184,2.86,1.2,1.4,23
"672","수색로22가길 5~증산체육공원_코스","서울특별시","은평구",2125,138,0.83,0.6,0.7,23
"673","증산체육공원_코스","경기도","고양시",1852,138,0.75,0.3,0.8,23
"674","증산체육공원~가온누리빌_코스","서울특별시","은평구",4499,182,2.2,1.2,1.1,23
"675","숭실고등학교~증산체육공원_코스","서울특별시","은평구",1913,142,0.6,0.4,0.9,23
"676","남경하이츠빌라~봉산_코스","서울특별시","은평구",4592,182,2.89,0.7,1,23
"677","증산로13가길 35~수색로22가길 5_코스","서울특별시","은평구",2044,138,1.04,0.4,0.6,23
"678","녹원에버빌~증산체육공원_코스","서울특별시","은평구",1777,135,0.7,0.4,0.68,23
"679","봉산~가온누리빌_코스","서울특별시","은평구",4445,182,2.35,1.3,0.8,23
"680","서울구산초등학교~수색로22길 23-6_코스","서울특별시","은평구",5422,184,2.82,1.2,1.4,23
"681","증산로13가길 35~수색로22길 23-6_코스","서울특별시","은평구",2051,138,1.05,0.5,0.5,23
"682","덕산중학교~증산로1길 26_코스","서울특별시","은평구",3603,142,2,0.6,1,23
"683","증산체육공원~가온누리빌_코스","서울특별시","은평구",4459,182,2.36,1.2,0.9,23
"684","신동아빌라~증산로13가길 35_코스","서울특별시","은평구",1923,138,0.82,0.4,0.7,23
"685","증산체육공원~수색로22길 23-6_코스","서울특별시","은평구",2046,138,0.75,0.6,0.7,23
"686","증산체육공원~녹원에버빌_코스","서울특별시","은평구",1777,135,0.6,0.5,0.68,23
"687","수색로18나길~증산체육공원_코스","서울특별시","은평구",1638,135,0.44,0.6,0.6,23
"688","서울구산초등학교~신동아빌라_코스","서울특별시","은평구",5336,184,3.04,1.1,1.2,23
"689","봉산_코스","서울특별시","은평구",2185,181,1.29,0.8,0.1,23
"690","봉산~서울구산초등학교_코스","경기도","고양시",5258,184,2.66,1.1,1.5,23
"691","덕산중학교~은평종합사회복지관_코스","서울특별시","은평구",3303,142,1.8,0.6,0.9,23
"692","수색로22가길 5~증산로13가길 35_코스","서울특별시","은평구",2044,138,0.64,0.6,0.8,23
"693","봉산_코스","서울특별시","은평구",2152,138,0.85,0.6,0.7,23
"694","봉산~은평중학교_코스","서울특별시","은평구",5017,184,2.5,1.4,1.1,23
"695","봉산~서울구산초등학교_코스","서울특별시","은평구",5427,184,2.83,1.4,1.2,23
"696","남경하이츠빌라~봉산_코스","서울특별시","은평구",4549,182,2.35,1,1.2,23
"697","은평터널로9길 22~증산로13가길 35_코스","서울특별시","은평구",1922,142,0.82,0.4,0.7,23
"698","증산로13가길 35~신동아빌라_코스","서울특별시","은평구",1693,138,0.6,0.6,0.49,23
"699","가온누리빌~증산로13가길 35_코스","서울특별시","은평구",4416,182,2.22,0.9,1.3,23
"700","덕산중학교~영진빌라_코스","서울특별시","은평구",3030,142,1.53,0.7,0.8,23
"701","봉산~남경하이츠빌라_코스","서울특별시","은평구",4549,182,2.45,1.2,0.9,23
"702","증산로13가길 35~은평터널로9길 22_코스","서울특별시","은평구",1922,142,0.82,0.7,0.4,23
"703","은평중학교~봉산_코스","서울특별시","은평구",5179,184,2.78,1,1.4,23
"704","신동아빌라~서울구산초등학교_코스","서울특별시","은평구",5114,184,2.81,1.1,1.2,23
"705","가온누리빌~봉산_코스","서울특별시","은평구",4779,182,2.5,0.9,1.38,23
"706","증산로13가길 35~신동아빌라_코스","서울특별시","은평구",1923,138,0.92,0.5,0.5,23
"707","숭실고등학교~증산체육공원_코스","서울특별시","은평구",2158,142,0.7,0.6,0.86,23
"708","증산체육공원~수색로22길 23-6_코스","서울특별시","은평구",2132,138,0.93,0.5,0.7,23
"709","증산로1길 26~신사동 237-484_코스","서울특별시","은평구",2552,142,1.55,0.5,0.5,23
"710","숭실100주년기념관~증산체육공원_코스","서울특별시","은평구",1908,142,0.8,0.4,0.7,23
"711","덕산중학교_코스","서울특별시","은평구",3135,142,1.64,0.6,0.9,23
"712","은평중학교~봉산_코스","서울특별시","은평구",4648,182,2.45,0.9,1.3,23
"713","증산체육공원~수색로18나길_코스","서울특별시","은평구",1638,135,0.24,0.7,0.7,23
"714","증산로1길 26~수색로18나길_코스","서울특별시","은평구",2145,135,1.25,0.3,0.6,23
"715","서울구산초등학교~봉산_코스","서울특별시","은평구",5219,184,2.7,1.3,1.2,23
"716","증산체육공원~숭실100주년기념관_코스","서울특별시","은평구",1908,142,0.7,0.8,0.4,23
"717","증산로13가길 35~숭실100주년기념관_코스","서울특별시","은평구",1826,142,0.83,0.7,0.3,23
"718","봉산~은평중학교_코스","서울특별시","은평구",5179,184,2.8,1.18,1.2,23
"719","덕산중학교_코스","서울특별시","은평구",2536,142,1.44,0.6,0.5,23
"720","증산체육공원~신사동 237-484_코스","서울특별시","은평구",2067,142,0.7,0.97,0.4,23
"721","덕산중학교~증산체육공원_코스","서울특별시","은평구",3116,142,1.6,0.6,0.9,23
"722","초원빌라~봉산_코스","서울특별시","은평구",4065,184,2,1,1.07,23
"723","구산근린공원_코스","서울특별시","은평구",2675,142,1.5,0.5,0.68,23
"724","수색로22길 23-6~증산체육공원_코스","서울특별시","은평구",2046,138,0.95,0.4,0.7,23
"725","서울구산초등학교~수색로22길 23-6_코스","서울특별시","은평구",5462,184,3.06,0.9,1.5,23
"726","수색로22길 23-6~증산체육공원_코스","서울특별시","은평구",2132,138,1.13,0.4,0.6,23
"727","증산체육공원~숭실고등학교_코스","서울특별시","은평구",1913,142,0.81,0.7,0.4,23
"728","서울구산초등학교~녹원에버빌_코스","서울특별시","은평구",5247,184,2.85,1.1,1.3,23
"729","은평종합사회복지관~덕산중학교_코스","서울특별시","은평구",3303,142,1.7,0.9,0.7,23
"730","녹원에버빌~서울구산초등학교_코스","서울특별시","은평구",5247,184,2.95,1,1.3,23
"731","증산로1길 26~가온누리빌_코스","서울특별시","은평구",4908,182,3,0.8,1.1,23
"732","서울구산초등학교~봉산_코스","서울특별시","은평구",5466,184,3.17,0.9,1.4,23
"733","봉산_코스","서울특별시","은평구",1942,142,0.84,0.5,0.6,23
"734","증산체육공원~신사동 237-484_코스","서울특별시","은평구",2278,142,0.78,0.9,0.6,23
"735","증산체육공원_코스","서울특별시","은평구",1852,138,0.95,0.7,0.2,23
